Name,Platform,Year,Genre,Publisher,ID,Date
International Superstar Soccer Deluxe,SNES,1995,Sports,Konami Digital Entertainment,13564,18/11/1995
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,9485,25/07/2002
Mobile Ops: The One Year War,X360,N/A,Simulation,Namco Bandai Games,17709,01/01/2000
Tony Hawk's Pro Skater 3,GBA,2002,Sports,Activision,8867,09/01/2002
ESPN NHL 2K5,PS2,2004,Sports,Global Star,7371,07/02/2004
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory,19458,25/11/2007
Rock Band 3,Wii,2010,Misc,MTV Games,8039,27/03/2010
Serious Sam 3: BFE,PC,2011,Shooter,Mastertronic,16519,02/04/2011
Ehrgeiz,PS,1998,Fighting,SquareSoft,10830,23/05/1998
Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,17627,03/05/2008
Tennis,NES,1984,Sports,Nintendo,5754,22/08/1984
Medal of Honor,PS,1998,Shooter,Electronic Arts,5567,13/03/1998
TouchMaster: Connect,DS,2010,Puzzle,Warner Bros. Interactive Entertainment,10790,13/10/2010
Dead Space,PC,2008,Action,Electronic Arts,8382,13/04/2008
Tom Clancy's Splinter Cell: Double Agent,Wii,2006,Action,Ubisoft,14512,28/05/2006
Archer Maclean's 3D Pool,GBA,2003,Misc,Crave Entertainment,16863,06/07/2003
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2015,Action,Namco Bandai Games,20469,08/11/2015
Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games,19242,23/07/2010
Shox,PS2,2002,Racing,Electronic Arts,15817,10/06/2002
Doukyuusei if,SAT,1996,Role-Playing,NEC,11604,05/12/1996
Muv-Luv Alternative,PS3,2012,Simulation,5pb,21480,11/11/2012
Hatsune Miku: Project Diva F 2nd,PSV,2014,Misc,Sega,9786,21/05/2014
Bionicle,PS2,2003,Action,Electronic Arts,9512,19/04/2003
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,12871,03/11/2004
Spider-Man: Edge of Time,PS3,2011,Action,Activision,12052,19/06/2011
Major League Baseball 2K8,X360,2008,Sports,Bethesda Softworks,8312,10/06/2008
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,7628,18/11/2006
Starhawk,PS3,2012,Action,Sony Computer Entertainment,11006,03/02/2012
Bleach: Heat the Soul 3,PSP,2006,Fighting,Sony Computer Entertainment,16950,25/06/2006
Puyo Puyo 7,Wii,2009,Puzzle,Sega,17907,17/06/2009
Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,20713,07/07/2006
Tour de France 2011,X360,N/A,Racing,Focus Home Interactive,17922,01/01/2000
Borderlands 2,PC,2012,Shooter,Take-Two Interactive,7224,10/03/2012
Ys: The Ark of Napishtim,PS2,2005,Role-Playing,Konami Digital Entertainment,14373,22/07/2005
Tom Clancy's Splinter Cell: Blacklist,X360,2013,Action,Ubisoft,7087,19/01/2013
Hello Kitty Seasons,Wii,2010,Adventure,Namco Bandai Games,11899,08/01/2010
Yu-Gi-Oh! Capsule Monster Coliseum,PS2,2004,Misc,Konami Digital Entertainment,9409,26/03/2004
Scooby-Doo! Mystery Mayhem,XB,2004,Action,THQ,13889,17/04/2004
Soul Reaver 2,PS2,2001,Action,Eidos Interactive,8632,19/03/2001
Cabela's Big Game Hunter 2010,Wii,2009,Sports,Activision Value,6048,02/05/2009
The Bible Game,GBA,2005,Misc,Crave Entertainment,14862,27/06/2005
Deer Hunter,PS2,2003,Sports,Atari,11230,10/12/2003
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,15373,12/04/2001
Imagine Animal Doctor Care Center,DS,2010,Simulation,Ubisoft,17909,06/08/2010
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment,19700,13/03/2006
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,17588,18/12/2003
Backbreaker,PS3,N/A,Sports,Unknown,13313,01/01/2000
Shrek SuperSlam,XB,2005,Action,Activision,15969,22/09/2005
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,6422,01/01/2014
NBA 2K6,X360,2005,Action,Take-Two Interactive,12027,10/06/2005
Dynasty Warriors 6 Empires,PS3,2009,Action,Tecmo Koei,10387,06/01/2009
Uta no Prince-Sama: All Star After Secret,PSP,2015,Action,Broccoli,16473,10/08/2015
Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,15682,02/04/2006
XGRA: Extreme G Racing Association,PS2,2003,Racing,Acclaim Entertainment,17290,17/12/2003
Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,21209,15/08/2003
Frogger Advance: The Great Quest,GBA,2002,Action,Konami Digital Entertainment,17224,13/12/2002
100 Classic Games,DS,2011,Misc,Rondomedia,18890,01/04/2011
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,19975,19/09/2005
Midway Arcade Treasures,GC,2003,Misc,Midway Games,13435,17/09/2003
Dawn of Heroes,DS,2010,Role-Playing,Majesco Entertainment,16608,25/01/2010
HotBrain,PSP,2007,Puzzle,Midway Games,19697,24/08/2007
Donkey Kong Land,GB,1994,Platform,Nintendo,5305,25/06/1994
Cold Stone Creamery: Scoop It Up,Wii,2009,Misc,Zoo Games,17208,06/05/2009
Blades of Blood: Samurai Shodown III,PS,1995,Fighting,Sony Computer Entertainment,16355,07/09/1995
Dynasty Warriors 8: Empires,PSV,2015,Action,Tecmo Koei,20488,26/05/2015
The Wolf Among Us,PS3,2014,Adventure,Telltale Games,15468,02/05/2014
Links 2004,XB,2003,Sports,Microsoft Game Studios,11095,28/12/2003
Ghostbusters: The Video Game,PS3,2009,Action,Sony Computer Entertainment,7413,16/09/2009
Terminator 3: The Redemption,GC,2004,Shooter,Atari,20250,14/01/2004
Minecraft,PS4,2014,Misc,Sony Computer Entertainment Europe,5297,21/05/2014
Bloody Roar 4,PS2,2003,Fighting,Konami Digital Entertainment,15930,02/02/2003
The Legend of Dragoon,PS,1999,Role-Playing,Sony Computer Entertainment,5926,25/02/1999
Madden NFL 10,Wii,2009,Sports,Electronic Arts,7801,09/06/2009
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,2005,Adventure,Disney Interactive Studios,16200,20/10/2005
Cabela's Big Game Hunter 2005 Adventures,GBA,2004,Sports,Activision,17801,05/09/2004
Madden NFL 08,Wii,2007,Sports,Electronic Arts,7327,03/07/2007
The Longest Journey,PC,1999,Adventure,Empire Interactive,20679,13/08/1999
R/C Stunt Copter,PS,1998,Simulation,Interplay,16450,26/03/1998
Raw Danger!,PS2,2006,Action,505 Games,19288,13/07/2006
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,5597,28/08/2004
Yakuza: Dead Souls,PS3,2011,Shooter,Sega,8306,26/04/2011
One Piece: Grand Battle!,PS,2001,Fighting,Atari,9059,16/03/2001
Rocksmith 2014,XOne,2014,Misc,Ubisoft,9814,15/05/2014
Dood's Big Adventure,Wii,2010,Platform,THQ,11735,13/12/2010
Naruto Shippuden: Ultimate Ninja 5,PS2,2007,Fighting,Namco Bandai Games,13382,04/10/2007
Assassin's Creed: Rogue,PS3,2014,Action,Ubisoft,6413,07/11/2014
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013,Sports,Sega,16785,15/05/2013
South Park: Chef's Luv Shack,PS,1998,Misc,Acclaim Entertainment,10796,07/11/1998
Doctor Lautrec and the Forgotten Knights,3DS,2011,Adventure,Konami Digital Entertainment,13507,20/05/2011
Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,Disney Interactive Studios,8014,04/12/2010
Time Travelers,PSV,2012,Adventure,Level 5,18375,17/10/2012
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist,19707,04/06/2011
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,13074,14/05/2014
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,7683,11/09/2002
Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,14565,01/07/2008
Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,5678,15/08/2001
Mega Man Xtreme,GB,2000,Platform,Capcom,16799,22/10/2000
Championship Pony,DS,2008,Simulation,"Destination Software, Inc",15729,07/05/2008
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Action,Konami Digital Entertainment,19003,06/05/2005
Metal Gear Solid V: The Phantom Pain,PS3,2015,Action,Konami Digital Entertainment,7933,14/02/2015
Mia Hamm Soccer 64,N64,2000,Sports,THQ,16987,09/09/2000
Frankenstein's Monster,2600,1982,Action,Data Age,10658,06/12/1982
Blast Radius,PS,1998,Action,Psygnosis,16965,15/07/1998
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,18766,18/06/2002
Hexyz Force,PSP,2009,Role-Playing,Atlus,14090,26/05/2009
The Idolmaster: Platinum Stars,PS4,2016,Simulation,Namco Bandai Games,15954,18/06/2016
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Adventure,Konami Digital Entertainment,18161,23/07/2006
Batman Beyond: Return of the Joker,PS,2000,Action,Ubisoft,13398,23/10/2000
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,18919,22/03/1999
Heroes of the Pacific,PC,2005,Simulation,Codemasters,20430,17/02/2005
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010,Strategy,Konami Digital Entertainment,13636,12/09/2010
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,18349,14/05/2011
The Golf Club,PS4,2014,Sports,Unknown,16600,18/01/2014
Syberia,XB,2003,Action,Microids,15491,06/05/2003
Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,2007,Misc,Namco Bandai Games,16451,28/06/2007
Alienators: Evolution Continues,GBA,2001,Action,Activision,19105,25/01/2001
Persona 4: Dancing All Night,PSV,2015,Misc,Nippon Ichi Software,9307,21/03/2015
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,5821,04/04/2007
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,1998,Adventure,Gainax Network Systems,15051,21/04/1998
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,17399,19/02/2011
Rugby Challenge 3,XOne,2016,Sports,Alternative Software,21576,09/11/2016
Combat: Task Force 121,XB,2005,Shooter,Zoo Digital Publishing,16868,13/11/2005
Robots,XB,2005,Action,Vivendi Games,15849,21/10/2005
Disney Fairies: Tinker Bell,DS,2008,Adventure,Disney Interactive Studios,6214,28/06/2008
Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,7587,16/01/2002
Reloaded,PS,1996,Action,Gremlin Interactive Ltd,13375,19/10/1996
Disney's Meet the Robinsons,Wii,2007,Action,Disney Interactive Studios,12948,21/12/2007
Scrabble,PS,1999,Misc,Ubisoft,11643,20/02/1999
Classic NES Series: Dr. Mario,GBA,2004,Puzzle,Nintendo,8568,27/05/2004
Dance Dance Revolution: Hottest Party 3,Wii,2009,Simulation,Konami Digital Entertainment,9367,01/10/2009
Virtual Kasparov,GBA,2002,Strategy,Titus,20486,28/12/2002
Stella Deus: The Gate of Eternity,PS2,2004,Strategy,505 Games,16692,19/06/2004
Disney Sing It: Pop Hits,PS3,2009,Misc,Disney Interactive Studios,11514,15/04/2009
Donkey Kong 64,N64,1999,Platform,Nintendo,5175,15/11/1999
Remington Great American Bird Hunt,Wii,2009,Sports,Mastiff,9491,28/09/2009
Heatseeker,PSP,2007,Action,Codemasters,18503,27/01/2007
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,GBA,2004,Adventure,Nintendo,15720,11/04/2004
Fantasy Aquarium World,Wii,2009,Simulation,Destineer,17200,22/06/2009
Slide Adventure: Mag Kid,DS,2007,Action,Nintendo,21269,25/06/2007
WWE Road to WrestleMania X8,GBA,2002,Fighting,THQ,11331,05/04/2002
Ultimate Card Games DS,DS,2008,Strategy,Telegames,16260,01/02/2008
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,17726,23/12/2015
F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,16170,22/03/2007
Battle Fantasia,PS3,2008,Fighting,505 Games,21541,28/04/2008
Greg Hastings Paintball 2,Wii,2010,Shooter,505 Games,14404,28/10/2010
Race Driver 2006,PSP,2006,Racing,Codemasters,19611,25/02/2006
Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011,Misc,Atari,21348,06/11/2011
Nancy Drew: The White Wolf of Icicle Creek,Wii,2008,Adventure,Sega,13907,22/12/2008
Metal Gear Solid 4: Guns of the Patriots,PS3,2008,Action,Konami Digital Entertainment,5144,22/04/2008
Final Fantasy IX,PS,2000,Role-Playing,SquareSoft,5173,28/06/2000
Mario Golf,GB,1999,Action,Nintendo,10716,28/07/1999
Skylanders: Trap Team,PS4,2014,Action,Activision,9562,18/02/2014
Shin Chan: ¡Aventuras de Cine!,DS,2008,Platform,505 Games,13959,21/01/2008
Overlord,X360,2007,Strategy,Codemasters,9787,23/09/2007
Damnation,PS3,2009,Shooter,Codemasters,16002,08/12/2009
Wizardry VII: Gadeia no Houshu,PS,1995,Role-Playing,Sony Computer Entertainment,13987,13/12/1995
Tony Hawk's Underground,XB,2003,Sports,Activision,6559,02/07/2003
Karaoke Revolution Presents American Idol Encore 2,Wii,2008,Misc,Konami Digital Entertainment,10563,18/08/2008
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,15296,25/01/2009
Calvin Tucker's Redneck Jamboree,Wii,2008,Misc,Zoo Games,10764,20/01/2008
Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,18879,21/08/2015
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,15499,02/06/2014
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry,19331,21/09/2008
Fight Night Round 2,GC,2005,Fighting,Electronic Arts,13273,06/09/2005
Bomberman Hero,N64,1998,Platform,Nintendo,9186,28/06/1998
Mobile Suit Gundam: Gundam vs. Gundam NEXT PLUS,PSP,2009,Fighting,Namco Bandai Games,9694,20/06/2009
Venetica,X360,2010,Role-Playing,DTP Entertainment,14387,13/04/2010
Air Combat,PS,1995,Simulation,Sony Computer Entertainment,5950,27/02/1995
Otona no Renai Shousetsu: Harlequin Selection,DS,2010,Misc,Nintendo,20843,26/05/2010
Family Fest presents: Movie Games,Wii,2008,Action,Ubisoft,12062,01/04/2008
Pilotwings 64,N64,1996,Simulation,Nintendo,6819,05/07/1996
Ford Racing 2,XB,2003,Racing,Empire Interactive,13871,10/04/2003
Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2015,Action,Arc System Works,20560,05/12/2015
Tales of the Heroes: Twin Brave,PSP,2012,Role-Playing,Namco Bandai Games,14414,13/01/2012
Atelier Totori: The Adventurer of Arland,PSV,2012,Role-Playing,Gust,16102,27/09/2012
Family Game Night 4: The Game Show,X360,2011,Misc,Electronic Arts,16650,18/11/2011
Greg Hastings Paintball 2,PS3,2010,Shooter,Majesco Entertainment,19090,05/10/2010
Dream Chronicles,DS,2010,Adventure,Zoo Games,20170,04/12/2010
Football Manager 2012,PC,2011,Sports,Sega,6244,02/11/2011
Madagascar: Escape 2 Africa,Wii,2008,Action,Activision,8606,06/02/2008
Jurassic: The Hunted,X360,2009,Shooter,Activision,14650,21/05/2009
Backyard NFL Football,Wii,2007,Sports,Atari,19822,21/06/2007
Cheer We Go!,DS,2010,Misc,Natsume,18466,11/02/2010
Ninjatown,DS,2008,Strategy,SouthPeak Games,14216,05/02/2008
Warriors Orochi,X360,2007,Action,Tecmo Koei,12705,25/12/2007
Deer Drive: Legends,3DS,2012,Action,Maximum Family Games,19168,16/02/2012
Learn Chess,DS,2009,Misc,DreamCatcher Interactive,15464,20/01/2009
Umineko no Naku Koro ni San: Shinjitsu to Gensou no Yasoukyoku,PS3,N/A,Adventure,N/A,19942,01/01/2000
Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,18943,11/11/2005
South Park: The Stick of Truth,PS3,2014,Role-Playing,Ubisoft,7116,15/01/2014
STORM: Frontline Nation,PC,2011,Strategy,Unknown,21532,28/07/2011
Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,18620,28/11/2016
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,19877,15/04/2013
Bio FREAKS,N64,1998,Action,GT Interactive,14155,11/03/1998
Resistance: Fall of Man,PS3,2006,Shooter,Sony Computer Entertainment,5253,23/06/2006
Final Fantasy Fables: Chocobo's Dungeon,Wii,2007,Role-Playing,Square Enix,12328,13/11/2007
NBA ShootOut 2003,PS2,2002,Sports,Sony Computer Entertainment,12121,17/09/2002
Hitman: Absolution,X360,2012,Action,Square Enix,5997,15/05/2012
Downtown no Gaki no Tsukai Yaarahen de!! Zettai ni Tsukamatte Haikenai Gasu Kurobikari Land,3DS,2015,Action,Alchemist,18226,28/07/2015
Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,2004,Misc,N/A,13368,14/09/2004
Ganbaru Watashi no Kakei Diary,DS,2007,Misc,Nintendo,8302,03/05/2007
Cars,Wii,2006,Racing,THQ,7201,22/01/2006
Midway's Greatest Arcade Hits,GBA,2001,Misc,Midway Games,11667,11/02/2001
Dr. Seuss' The Cat in the Hat,PS2,2003,Misc,Vivendi Games,8602,26/08/2003
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,15723,24/09/2008
The Da Vinci Code,PS2,2006,Action,Take-Two Interactive,14111,11/01/2006
Scarface: The World is Yours,Wii,2007,Action,Vivendi Games,13885,03/03/2007
Sonic Unleashed,PS2,2008,Platform,Sega,7686,05/08/2008
Imagine: Movie Star,DS,2008,Simulation,Ubisoft,10417,27/04/2008
Sunrise Eiyuutan R,PS2,2000,Role-Playing,Sunrise Interactive,17315,24/06/2000
Tetrisphere,N64,1997,Puzzle,Nintendo,10206,18/03/1997
Grand Slam,PS,1997,Misc,Virgin Interactive,18512,24/09/1997
Exit DS,DS,2008,Puzzle,Square Enix,15457,02/09/2008
Destiny: The Taken King,PS4,2015,Shooter,Activision,5905,19/06/2015
Travel Games For Dummies,DS,2008,Misc,Electronic Arts,13976,04/09/2008
Cory in the House,DS,2007,Action,Disney Interactive Studios,14803,19/01/2007
BloodRayne,PS2,2002,Shooter,Universal Interactive,9645,06/03/2002
Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,7847,15/03/2002
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,18896,08/03/2001
Mystery P.I. - Portrait of a Thief,DS,2008,Adventure,Unknown,14997,26/04/2008
Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,15024,01/11/2011
One Piece: Romance Dawn - Bouken no Yoake,PSP,2012,Fighting,Namco Bandai Games,10581,10/03/2012
Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,5370,03/03/2009
DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,21476,10/12/2011
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Wii,2010,Misc,Hudson Soft,16031,27/06/2010
Jak and Daxter: The Lost Frontier,PSP,2009,Platform,Sony Computer Entertainment,8311,19/02/2009
Super Robot Taisen: Scramble Commander the 2nd,PS2,2007,Strategy,Banpresto,19037,10/01/2007
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist,19673,19/08/2011
WipEout 64,N64,1998,Racing,Midway Games,9531,18/06/1998
LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,5150,08/10/2007
Achtung Panzer: Kharkov 1943,PC,2010,Strategy,Mamba Games,20813,25/06/2010
Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,7096,10/02/2008
Star Trek: Legacy,PC,2006,Simulation,Ubisoft,20795,02/11/2006
Dragon Quest Monsters 1·2,PS,2002,Role-Playing,Enix Corporation,10602,19/10/2002
Flying Dragon,N64,1997,Fighting,Natsume,15636,28/12/1997
Battle of Giants: Dragons,DS,2009,Strategy,Ubisoft,8220,16/11/2009
Reader Rabbit Kindergarten,DS,2008,Misc,Nordic Games,11340,11/08/2008
Madden NFL 12,PS3,2011,Sports,Electronic Arts,5717,26/02/2011
Cruise Ship Vacation Games,Wii,2009,Puzzle,Avanquest,14279,26/09/2009
Monster 4X4: World Circuit,Wii,2006,Racing,Ubisoft,7346,09/08/2006
ModNation Racers,PSP,2010,Racing,Sony Computer Entertainment,8700,27/10/2010
Evil Dead: Regeneration,XB,2005,Action,THQ,16569,22/07/2005
Shonen Jump's One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,17422,03/01/2005
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010,Sports,Konami Digital Entertainment,13689,23/07/2010
Rugrats: Royal Ransom,PS2,2002,Platform,THQ,10339,03/11/2002
Kirby's Dream Collection: Special Edition,Wii,2012,Action,Nintendo,7973,13/01/2012
Mega Man 4,NES,1991,Platform,Capcom,7233,19/11/1991
All-Star Baseball 2003,GBA,2002,Sports,Acclaim Entertainment,13888,01/11/2002
The King of Fighters: Evolution,DC,2000,Fighting,SNK,16900,19/04/2000
Tiger Woods PGA Tour 11,X360,2010,Sports,Electronic Arts,8803,10/10/2010
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,17448,26/06/2010
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,12488,24/03/2006
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011,Role-Playing,Square Enix,9170,11/04/2011
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,17589,12/02/2002
Terraria,XOne,2014,Action,505 Games,18770,19/07/2014
Hitman 2: Silent Assassin,XB,N/A,Action,Eidos Interactive,6697,01/01/2000
Sonic Riders: Zero Gravity,PS2,2008,Racing,Sega,13175,02/06/2008
TimeShift,X360,2007,Shooter,Vivendi Games,9673,22/07/2007
Kana: Imouto,PSP,2010,Adventure,CyberFront,21103,13/10/2010
Dynasty Warriors 8: Xtreme Legends,PSV,2013,Action,Tecmo Koei,13988,20/06/2013
Divinity II: Ego Draconis,PC,2009,Role-Playing,DTP Entertainment,16719,10/10/2009
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,7715,22/10/2004
J-League Pro Soccer Club o Tsukurou '04,PS2,2004,Sports,Sega,10229,02/11/2004
Retro Atari Classics,DS,2005,Misc,Atari,14355,19/08/2005
Tom Clancy's Rainbow Six 3,XB,2003,Shooter,Ubisoft,6197,03/10/2003
Mat Hoffman's Pro BMX,PS,2001,Sports,Activision,8745,08/04/2001
Resident Evil: Revelations 2,PS4,2015,Action,Capcom,8711,01/03/2015
Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,2007,Misc,Tecmo Koei,20306,09/04/2007
Spider-Man: Shattered Dimensions,PS3,2010,Action,Activision,9347,21/07/2010
Ouka Sengoku Portable,PSP,2012,Adventure,Alchemist,21165,23/02/2012
Prism Ark: Awake,PS2,2008,Adventure,5pb,20526,19/08/2008
Ashes Cricket 2009,PS3,2009,Sports,Codemasters,13209,21/06/2009
Uta no Prince-Sama: Music 3,PSV,2016,Action,Broccoli,17913,27/12/2016
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,14735,25/08/2014
LEGO Legends of Chima: Laval's Journey,3DS,2013,Adventure,Warner Bros. Interactive Entertainment,10819,26/10/2013
Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,17536,17/08/2006
World Championship Rugby,PS2,2004,Sports,Acclaim Entertainment,15049,15/09/2004
The Princess and the Frog,Wii,2009,Platform,Disney Interactive Studios,9196,26/02/2009
Monster High 13 Wishes,3DS,2013,Action,Little Orbit,20700,06/05/2013
Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,18105,22/03/2009
LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,5436,23/01/2008
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,18810,18/10/2010
Earth Defense Force 2: Invaders from Planet Space,PSV,2014,Action,Xseed Games,15394,10/08/2014
Sega Bass Fishing,DC,1999,Sports,Sega,16232,09/05/1999
Front Mission Evolved,PS3,2010,Shooter,Square Enix,10960,01/09/2010
Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,14845,23/05/2010
V-Rally 3,XB,2003,Racing,Atari,20870,05/02/2003
Chronicles of the Sword,PS,1996,Adventure,Psygnosis,18144,27/09/1996
Hitman: Blood Money,PS2,2006,Action,Eidos Interactive,8964,15/01/2006
Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,18336,13/12/2015
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,19803,16/03/2012
The King of Fighters XIII,X360,2011,Fighting,Rising Star Games,10448,07/06/2011
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,15431,28/01/2012
Night at the Museum: Battle of the Smithsonian,DS,2009,Action,Majesco Entertainment,10437,19/11/2009
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,19759,25/05/2003
Godzilla: Save the Earth,PS2,2004,Fighting,Atari,9220,28/12/2004
The Godfather II,PS3,2009,Action,Electronic Arts,7737,19/06/2009
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,11961,21/12/2015
Heroes of Mana,DS,2007,Strategy,Square Enix,13779,19/09/2007
Disney's Donald Duck: Goin' Quackers,GC,2002,Platform,Ubisoft,18476,19/09/2002
Rollin' Rascals,DS,2009,Puzzle,Rising Star Games,18800,07/07/2009
Solitaire Overload Plus,DS,2010,Misc,Telegames,13356,12/02/2010
MX SuperFly featuring Ricky Carmichael,XB,2002,Racing,THQ,15806,07/04/2002
Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,6532,11/05/2003
de Blob 2,PS3,2011,Platform,THQ,12356,20/11/2011
The Italian Job,GC,2003,Racing,Eidos Interactive,19205,17/12/2003
Halo 3,X360,2007,Shooter,Microsoft Game Studios,5043,06/09/2007
Yamaha Supercross,Wii,2009,Racing,Zoo Digital Publishing,16970,09/12/2009
Wing Commander: Prophecy,GBA,2003,Simulation,"Destination Software, Inc",17862,19/03/2003
NBA Ballers: Chosen One,PS3,2008,Sports,Midway Games,14469,05/02/2008
Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,18641,20/07/2009
LEGO Rock Band,DS,2009,Misc,Warner Bros. Interactive Entertainment,9276,18/10/2009
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,15874,06/02/2004
Breath of Fire III,PS,1997,Role-Playing,Capcom,7056,04/10/1997
Madden NFL 09,PS3,2008,Sports,Electronic Arts,5910,11/04/2008
InuYasha: A Feudal Fairy Tale,PS,2002,Fighting,Namco Bandai Games,15125,02/05/2002
EyePet,PSP,2010,Simulation,Sony Computer Entertainment,11297,11/04/2010
Ochaken no Heya DS,DS,2006,Simulation,MTO,14688,05/06/2006
Onsei Kanjou Sokuteiki: Kokoro Scan,DS,2007,Misc,Sega,19012,21/08/2007
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,15322,03/07/2008
